"","xml_link","title.x","description","show_link","number_episodes","explicit","birthday","zodiac","podcast_id","average_rating","ratings_count","categories"
"144","https://www.omnycontent.com/d/playlist/d83f52e4-2455-47f4-982e-ab790120b954/ad58a90b-b573-4089-a0fa-ac010162e79e/ef5abfcc-75a1-479a-800b-ac010162e7b1/podcast.rss","Hard Knocks Podcast","<p>From HBO Sports and NFL Films, this is the official Hard Knocks Podcast, hosted by NFL Network broadcaster Peter Schrager. For five consecutive weeks, Schrager and his guests will break down every episode of Hard Knocks: The Dallas Cowboys.&nbsp;Stream Hard Knocks: Dallas Cowboys starting August 10 on HBO Max.</p>","https://www.hbo.com/hard-knocks",20,"explicit","Tue, 06 Aug 2019 15:28:00 +0000","Leo","2dc782824e54584457afc0aadc267134",5,52,"society-culture, society-culture-personal-journals, education"
"145","https://feed.podbean.com/undertheshroud/feed.xml","Under The Shroud","""Supernatural? We're not super anything. Just a little extra."" Hapless half-demon Corin Black taxis creatures of the night through Baltimore's sin-soaked streets.","https://undertheshroud.podbean.com",24,"explicit","Wed, 13 May 2020 16:18:14 -0300","Taurus","2df0496b074ccbb7499c3458f17b0fda",5,67,"fiction-drama, fiction, fiction-science-fiction"
"146","https://feeds.simplecast.com/4u_6AH4d","Unhurried Living","Many of us feel hurried, and hurry is costing us more than we realize. Unhurried Living provides resources and training to help people learn to live and lead from fullness rather than on empty. Great influence begins on the inside, in your soul. Learning healthy patterns of rest and work can transform your life—your daily influence. Built on more than twenty-five years of experience at the intersection of spiritual formation and leadership development, Unhurried Living seeks to inspire people around the world to rest deeper so they can live fuller and lead better.","http://unhurriedliving.com/",249,"not explicit","Wed, 12 Apr 2017 00:00:00 +0000","Aries","2e254c85f45b62fd85de26c4af17d5cd",5,51,"spirituality, christianity, religion-spirituality"
"147","https://feeds.megaphone.fm/eavesdropodcast","The Eavesdrop Podcast","OpTic H3CZ's ""The Eavesdrop Podcast"" is a conversational show that is created once a week with guests from every corner of the gaming industry, from Esports players, content creators to CEO's of Gaming, Esports and Tech business! Welcome and enjoy the show!","http://www.youtube.com/heczwe",152,"explicit","Sun, 23 Sep 2018 21:27:00 -0000","Libra","2ead6f5d3404d2ffeaf4b2eb417d21d2",5,1000,"leisure, leisure-video-games"
"148","https://youmightknowherfrom.libsyn.com/rss","You Might Know Her From","You Might Know Her From is an interview podcast and living piece of art. Hosted by comedians and best friends, Damian Bellino and Anne Rodeman, the show centers the stories of women and non-cis figures in entertainment. Bridging anthropology and comedy, this project seeks to preserve these (often never before heard) stories with irreverence and panache.","http://youmightknowherfrom.libsyn.com/website",138,"explicit","Sun, 03 Feb 2019 22:14:26 +0000","Aquarius","2fe851c43dba8a22a19e02d46baa360a",5,69,"comedy, tv-film"
"149","https://maurasweeney.libsyn.com/rss","Maura Sweeney: Living Happy Inside Out | Self-Improvement | Leadership | The Power of Happiness","The Maura Sweeney: Living Happy Inside Out podcast is specifically designed for you to begin living happy from the inside out. With reflective questions, anecdotal stories and encouraging thoughts, Maura empowers you toward transformation, reinvention and personal growth. Because Maura focuses on the thought life, she's been described as spirituality centered, philosophy focused and self-help oriented. However, when listening to her podcasts, you’ll quickly realize that Maura’s inspiring messages are always 4u!","http://maura4u.com",100,"not explicit","Mon, 22 Aug 2016 05:00:00 +0000","Leo","30f9de169ddcb28dd85caeb6a8e55c37",5,64,"society-culture, society-culture-personal-journals, society-culture-philosophy"
"150","https://thedavidbannerpodcast.libsyn.com/rss","The David Banner Podcast","Join the bold and unapologetic David Banner as he engages in conversations that will make you laugh, push your thinking, liberate your mind, and move you to disrupt the status quo.","http://thedavidbannerpodcast.libsyn.com/website",100,"explicit","Mon, 06 Jan 2020 10:00:00 +0000","Capricorn","3107cb1c4c8b4cbca371198a9bdf04c4",5,1000,"society-culture"
"151","https://www.makingcomics.com/feed/podcast","MakingComics.com Gutter Talk Podcast","The MakingComics.com crew is joined by artists from around the globe to explore the nuances of comic-making.","https://www.makingcomics.com",127,"explicit","Fri, 03 Jan 2014 05:10:20 +0000","Capricorn","31a85cb25cf400e510b903b80d9bddc4",5,64,"arts, arts-visual-arts, education, education-how-to"
"152","https://talentmagnet.libsyn.com/rss","Talent Magnet","Welcome to Talent Magnet- brought to you by Pacific Mountain Workforce Development Council, the podcast where we help businesses become talent magnets by focusing on recruitment, training, and retention best practices. Your host is Michele Winn  from the Thurston County Chamber’s Workforce Division.","http://talentmagnet.libsyn.com/website",31,"not explicit","Tue, 23 Jan 2018 17:00:00 +0000","Aquarius","327d08d36010f6eaf443a2ce7fd9a031",5,50,"business-careers, business"
"153","https://feeds.soundcloud.com/users/soundcloud:users:438989361/sounds.rss","Hostel Homies Podcast","A podcast focused on the best parts of backpacker culture. Listen along as guests share hilarious travel stories, unparalleled recommendations, and tips for seeing the world on a budget.","http://www.hostelhomies.com",55,"explicit","Mon, 30 Apr 2018 04:15:34 +0000","Taurus","3314a2500cacea94fc8e90add3e3d45c",5,55,"society-culture-places-travel, society-culture"
"154","https://accuracythird.libsyn.com/rss","Accuracy Third","Accuracy Third is a collection of stories from participants of Burning Man. Your hosts Rex, D-Day, and editor Beth compile, comment upon, and share your tales of dusty adventure. Featuring in-studio interviews as well as submitted content, Accuracy Third attempts to create a record of the ephemeral magic of our annual art party. Listen and share your stories at accuracythird.com","http://accuracythird.libsyn.com/podcast",137,"explicit","Wed, 17 Aug 2016 01:05:45 +0000","Leo","3320beb315948edb86a9691c74c27b1a",5,69,"arts, religion-spirituality"
"155","https://wholewhale.podbean.com/feed.xml","Using the Whole Whale - A Nonprofit Podcast","Nonprofit News, Tech & Marketing Stories","https://wholewhale.com/podcast",300,"not explicit","Wed, 28 Jun 2017 13:14:51 -0400","Cancer","345b17bd19be098a3bfa825365c3cc69",5,54,"business-non-profit, business-entrepreneurship, business"
"156","https://thetownhaul.libsyn.com/rss","The Town Haul","On a mission to end waste","https://www.rubicon.com/",68,"not explicit","Wed, 25 Oct 2017 18:28:51 +0000","Scorpio","34aab20c32c524590c95cacbdb177e58",5,50,"business, technology, business-entrepreneurship"
"157","https://starjoes.podbean.com/feed.xml","Star Joes","A podcast dedicated to Star Wars, G.I. Joe, and everything in between. We talk about Comics, Movies, TV Shows, and Toys...lots of Toys...","https://starjoes.podbean.com",286,"explicit","Tue, 05 Jan 2010 01:37:03 -0500","Capricorn","3514b32866e16547c3af59ea09e71355",5,62,"leisure, leisure-hobbies"
"158","https://lotopodcast.libsyn.com/rss","Life on the Outside","Life on the Outside is a podcast that shares stories about returning to society after decades of incarceration. For many, the process of reentry is complex and they navigate society that is in many ways very different from the one they left decades earlier.","http://lotopodcast.libsyn.com/website",50,"explicit","Wed, 03 Jan 2018 23:16:16 +0000","Capricorn","35236493d7aad6aa1461dcd0df9b0efb",5,66,"society-culture-documentary, society-culture-places-travel, technology"
"159","https://octagon-lynx-kk9f.squarespace.com/episodes?format=rss","Are You For Real?","Heart talk on hard topics with Sarah Frick.","https://octagon-lynx-kk9f.squarespace.com/episodes/",100,"explicit","Tue, 28 May 2019 16:19:17 +0000","Gemini","3607868c0d18b18a1efaa39097153ecc",5,82,"health-fitness"
"160","https://www.spreaker.com/show/2794172/episodes/feed","Better Sex","Better Sex is focused on helping all couples create and enjoy their best possible sex life. Better Sex is hosted by Jessa Zimmerman who is a couples’ counselor and nationally certified sex therapist.<br /><br />Each episode will dive into one topic related to sex. Some will be devoted to addressing sexual concerns like sexual dysfunction, differences in sexual desire, and intimacy problems. Some will help you develop realistic and helpful expectations. And some will offer information and approaches that can just make your sex life better.<br /><br />The information and discussion on the podcast should not be taken as medical advice or as therapy. Please seek out qualified professionals for medical and therapeutic advice.","https://bettersexpodcast.com/",226,"explicit","Wed, 27 Dec 2017 14:17:32 +0000","Capricorn","36359898263b1f07e751282fd9c4e4ae",5,73,"health-fitness-sexuality, education, health-fitness"
"161","https://www.mtp.dog/episodes-1?format=rss","Monkey Tooth","Stories from the road as we travel from California to Argentina via the Arctic Circle. Join us as we meet people doing fun and interesting things!","https://www.mtp.dog/episodes-1/",96,"explicit","Fri, 19 Jan 2018 00:04:41 +0000","Capricorn","36b9732799faab8f2578a5fdcf467ab7",5,55,"society-culture-places-travel, society-culture-personal-journals, society-culture"
"162","https://thevantagepoint.libsyn.com/rss","Vantage Point","A Christian podcast helping you see your faith, life, and culture more clearly. Episodes release every 1st and 3rd Monday.","https://www.gracecov.org/vantagepoint",45,"not explicit","Fri, 28 Dec 2018 03:11:52 +0000","Capricorn","36e248f1a068ac7467ae51a50ffbe1e5",5,98,"religion-spirituality, christianity"
"163","https://anchor.fm/s/56c46f98/podcast/rss","Unconventional Leaders","Each week Heather Parady talks with professional creatives, artists, and entrepreneurs to find out what it takes to make a living doing what you love and going the unconventional path.","http://www.heatherparady.com",276,"not explicit","Mon, 23 Jul 2018 07:00:00 GMT","Leo","37814eca1982708db58ec0fdc259e6d8",5,91,"business, business-entrepreneurship"
"164","https://lifeworthchasing.libsyn.com/rss","Life Worth Chasing","Chase Maher takes you on his journey to financial freedom through Real Estate Investing, Passive Income Sources and Lifestyle Mastery. Discover how you can create a life worth chasing by investing in yourself and your future with proper decisions and planning without sacrificing your fun and enjoyment along the way. You’ll learn from Chase and his highly successful friends how they’ve built their businesses around their lifestyle as they share what has worked and what hasn’t so you can make smart decisions on your own. Real Estate Investing, Passive Income Sources, Business, Entrepreneurship, Success, Financial Freedom and Location Independence will be the many topics discussed in length giving you a well rounded and fun experience to build the business and life of your dreams. Chase admits he has not reached the pinnacle of his “Dream Lifestyle”, but he is on his way and excited to share and grow alongside you.","http://lifeworthchasing.libsyn.com/website",100,"not explicit","Tue, 30 Apr 2019 16:07:07 +0000","Taurus","37f1995dfbe5cf20d43136c89574d6a8",5,84,"business-entrepreneurship, business, education, business-investing"
"165","https://uncommontarypodcast.com/feed/podcast","Uncommontary","Hosted by Marty Duren","https://uncommontarypodcast.com",100,"explicit","Tue, 12 Feb 2019 09:00:17 +0000","Aquarius","37f67fdb29100421dc265eb597339a6a",5,88,"religion-spirituality, education, christianity"
"166","https://audioboom.com/channels/4964594.rss","Tune Into You Meditation Podcast","This is more than a meditation podcast. Each episode is an opportunity to transform a part of your life from the inside out. Jennifer is a Transformational Coach and Hypnotherapist. The insights shared in these meditations can change the core beliefs and limitations that create anxiety, doubt, procrastination, and so much more. With each episode, you have the ability to relax, go within, and connect to your inner wisdom.

Please do not close your eyes while driving or engaged in other activities that require your full attention.","https://www.jenniferdavoust.com",176,"not explicit","Mon, 13 Aug 2018 00:40:15 +0000","Leo","3810c7db478d7ccf2224cffd765658ff",5,61,"health-fitness-mental-health, health-fitness-alternative-health, health-fitness"
"167","https://loadingreadyrun.com/lrrcasts/feed/all","Aggregate Feed - LoadingReadyRun","The aggregate feed for all the LRR podcasts. If you just want one feed, or simple love everything we do, this is your feed. Podcasts include (but are not limited to) The LRRcast, TapTapConcede, Corrector's Commentary and Temple of the Lava Bears.","https://loadingreadyrun.com/lrrcasts/archive/all",300,"not explicit","Mon, 05 Oct 2020 00:00:00 -0700","Libra","383bf8c2ffcfc213b61771234669daa0",5,91,"leisure, leisure-video-games, comedy"
"168","https://feeds.buzzsprout.com/240649.rss","Using Essential Oils Safely","Let Certified Clinical Aromatherapist Lea Jacobson teach you how to use essential oils safely no matter which brand you use.","https://www.LeaJacobson.com/podcast",46,"not explicit","Tue, 01 Jan 2019 23:00:00 -0500","Capricorn","38deb5a061c011912d701debc4c41613",5,60,"education, health-fitness-alternative-health, health-fitness"
"169","https://feeds.feedburner.com/BoiledSportsPodcastNetwork","Boiled Sports - The Purdue Fan Podcast","The Boiled Sports Podcast Network is the award-winning* Purdue sports podcast from the handsome individuals at BoiledSports.com","https://www.boiledsports.com/posts/",300,"not explicit","Fri, 23 Oct 2020 17:47:42 +0000","Scorpio","3974b8b3a9be9184b2f30e941a802137",5,52,"sports"
"170","https://feeds.acast.com/public/shows/1fff7e8a-4820-4496-bc07-9ff367e0a8ad","Dark Blue","An exploration of the lives of musicians and artists, and the way they have dealt with health, trauma and other issues. Hosted by Geoffrey Rickly, the lead singer from Thursday.<br /><hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>","https://darkblue.simplecast.com",7,"not explicit","Mon, 24 Sep 2018 12:45:00 GMT","Libra","3aed02f2013a189e6e12f835367f029d",5,57,"arts-performing-arts, music-music-interviews, music, arts"
"171","https://bemoresmarter.libsyn.com/rss","Fill Me In","Fill Me In is a crossword podcast, or at least, that's what it pretends to be. Most of the time, it's about other things (including, but not limited to: soup, Thor, Rosana Ñler, sandwiches, Stephen Sondheim, Viewer Mail, vuvuzelas, inappropriate glorification of the E Division, and more), but occasionally, we also talk about crosswords.","https://bemoresmarter.com/fmi",251,"not explicit","Tue, 27 Mar 2018 08:21:21 +0000","Aries","3afeeb60c05a2710d2d1af8de1bbed67",5,70,"leisure-games, leisure, comedy"
"172","https://feeds.buzzsprout.com/150315.rss","I Am In Eskew","Trapped in the horror-filled and impossible city of Eskew, a man makes endless recordings of his day-to-day experiences, hoping to reach the outside world.This show routinely contains body horror and other disturbing scenes. See the website for detailed warnings.iamineskew.com/episodes<br /><hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>","http://www.iamineskew.com",32,"not explicit","Mon, 01 Jan 2018 05:00:00 GMT","Capricorn","3c7c55221391c499f9cc20587f9d73dd",5,68,"fiction-science-fiction, arts, fiction"
"173","https://feeds.buzzsprout.com/232422.rss","NanaMacs Undressed","NanaMacs owner, boss b*tch, mom to 3 and wife Suzy Shute shares everything from running an INC 500 ranked boutique including the day to day nitty-gritty to her un-glamorous life of raising kids and models.","http://www.nanamacs.com",8,"not explicit","Wed, 05 Dec 2018 07:00:00 -0800","Sagittarius","3c98037d93284069ebda7a1aa630190b",5,80,"business, comedy"
"174","https://goldieonice.podbean.com/feed.xml","Goldie On Ice Podcast","A podcast hosted by the Florida Panthers’ play-by-play voice and nationally-recognized radio/TV broadcaster Steve Goldstein. Laser-focused on bringing you the latest in the world of hockey and all-things Panthers. In-depth, insightful conversations with players, staff, and media members around the NHL.","https://goldieonice.podbean.com",75,"not explicit","Thu, 28 Jun 2018 12:26:56 -0400","Cancer","3c99ff3e0eb763afbc90a261118ccf62",5,53,"sports, sports-hockey"
"175","https://feeds.buzzsprout.com/232971.rss","It Takes Grit","Getting your workout in, eating the right foods and changing your mindset is no easy task - IT TAKES GRIT! ‘Failing to prepare is preparing to fail’. Rebecca is here to make sure you know what it takes, how to get through the tough times, keep you on track and get you results no matter what you are looking for. From fitness to nutrition, health to relationships and mindset to motivation. Rebecca gives you the real deal and grit on what it takes to be successful. You will leave each episode with tangible advise that if you choose to implement, will change your life and mindset forever.Join Rebecca Louise and her British humor as she takes you on a journey of self discovery, a broadened mindset and a life without limits. From a small town in England to running an international business and living in Southern California, Rebecca openly shares her experiences and struggles of how she got to where she is today. Coupled with a bunch of hilarious stories, untold events and her quick sarcastic wit, this podcast certainly makes for an easy listen, while providing you with an action plan to achieve your dreams and desires!","https://rebecca-louise.com/blogs/podcast",171,"not explicit","Wed, 19 Dec 2018 16:00:00 -0800","Sagittarius","3cadb4c7486ea22bab2ebfc82c87dd4f",5,91,"health-fitness-fitness, education-self-improvement, health-fitness, education"
"176","https://feeds.transistor.fm/clp","Watermark's Church Leadership Podcast","A podcast designed to help church leaders.  The conversation each month will focus on issues and topics relevant to church leaders across the country and around the world.","https://www.watermarkresources.com/clp?utm_source=podcast",124,"not explicit","Mon, 01 May 2017 08:00:00 -0500","Taurus","3cda67d97a1b5a5a668a39870f901c9f",5,80,"christianity, religion-spirituality"
"177","https://feeds.simplecast.com/bgOu5y9C","FamilyCast with Kyle and Amy Goen","A weekly conversation about marriage, parenting and all things family from a Biblical point of view. Kyle and Amy have successfully navigated marriage for nearly 30 years and raised 3 kids into adulthood. Their practical, down to earth conversational style coupled with a gospel-centered approach to family life will bring you encouragement each episode. 

Kyle is the Executive Pastor of Ministries at LifePoint Church in Smyrna, Tennessee.  Amy is a teacher at Providence Christian Academy in Murfreesboro, Tennessee","http://www.familycast.net",27,"not explicit","Sat, 26 Jan 2019 03:33:00 +0000","Aquarius","3d3ca2cf9bd27b6d53b7c8b5fb914745",5,78,"christianity, religion-spirituality, kids-family"
"178","https://feeds.redcircle.com/8dc75889-bdb1-42f9-8170-b25a63a601f7","No Cartridge Audio","<p>Critical but casual approaches to current, past, and future video games six times a week. In addition, guests will periodically share their own aesthetic and personal experiences with games in conversation! Subscribe to our Patreon at www.patreon.com/hegelbon if you&#39;d like to hear special patron-only bonus episodes!</p>","https://redcircle.com/shows/no-cartridge-audio",423,"not explicit","Sat, 04 Mar 2017 23:00:00 +0000","Pisces","3d3f4f74c960d5304c5009dc83891852",5,64,"leisure-video-games, arts, society-culture, leisure, arts-visual-arts"
"179","https://robertglazerpodcast.libsyn.com/rss","Elevate with Robert Glazer","Learn how to push your limits and elevate your life, your business and your family with the Elevate Podcast.  Join Robert Glazer, CEO of Acceleration Partners, #1 Wall Street Journal bestselling author and creator of the Friday Forward, as he sits down with people who are at the top of their fields—from renowned entrepreneurs, visionaries and change-makers to the world's great writers, thinkers and business leaders. In his discussions, you’ll hear from experts about how they grow their capacity and help others achieve their best lives. Whether you are wanting to build better habits, trying to push yourself to a new level or looking to learn tips from people who share your passion for improvement, this podcast will help you make actionable changes in your life and start reaping the benefits today.","http://robertglazerpodcast.libsyn.com/website",235,"not explicit","Mon, 11 Feb 2019 21:10:44 +0000","Aquarius","3d4c0e5df01f3204e8ffa3f4339490b8",5,91,"business, business-entrepreneurship, society-culture"
"180","https://feeds.blubrry.com/feeds/morethansmalltalk.xml","More Than Small Talk with Suzanne, Holley, & Jennifer (KLRC)","Suzie Eller, Holley Gerth and Jennifer Watson, authors and real-life friends, invite you each week to go deeper, become freer and feel more connected. Every episode includes a confession question as well as helpful truths, tips and resources. If you want more peace and less stress, more vulnerability and less trying to be perfect, more hope and less hustle this is the podcast for you.","http://klrc.com/podcasts/more-than-small-talk",100,"explicit","Fri, 15 Apr 2022 01:00:00 -0400","Aries","3d607b6d4f22638d3e3f0ba9a2f6064f",5,97,"religion-spirituality, business, christianity"
"181","https://feeds.acast.com/public/shows/864bd87f-6a97-4e71-a9a2-e8f70abd9410","Fantastic Adventures with Dean & Bertie","<p>Dean Dobbs and Bertie Gilbert love movies, video games and Star Wars.&nbsp;So they decided it was high time to put their late-night, surreal chin-wags into podcast form. Star Wars always finds a way into their conversation, it's almost like an addiction. So if you are a fan of Sci-Fi and geek culture, this is a podcast for you.</p><br><p>Dean Dobbs is a YouTuber, writer and comedy performer. Along with his comedy partner Jack Howard, he makes sketches for the Jack &amp; Dean YouTube channel. Dean has presented on BBC Radio One and written and starred in two series of ‘JACK &amp; DEAN OF ALL TRADES’ for U.S VOD platform Fullscreen. The short form comedy series also starred the likes of Jessica Hynes and Game of Thrones’ Jacob Anderson.&nbsp;</p><br><p>Bertie Gilbert is also a YouTuber and fast becoming an accomplished young film maker. His notable successes include short film, BLUE SUSHI, which was funded by YouTube. This was followed up in 2016 with LET IT BE, which starred YouTubers Dodie Clark and Savannah Brown.&nbsp;</p><br /><hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>","https://www.acast.com/deanandbertie",10,"explicit","Thu, 28 Jun 2018 06:00:00 GMT","Cancer","3dbb4a7d15d4ed2d40d80a2b4ff507e1",5,92,"arts, comedy"
"182","https://feeds.soundcloud.com/users/soundcloud:users:726664762/sounds.rss","Emergency Medicine Board Bombs","Check out our new interactive question bank podcast, EM Rapid Bombs, we drop a new 3 to 5 minute pod every weekday! You can find it here: emrapidbombs.supercast.com. Emergency Medicine board review podcast, 10-15 minutes of #FOAM content on classic EM topics. We tell you what you need to know. High yield, funny, and entertaining.","https://soundcloud.com/blake-briggs-151500850",171,"not explicit","Tue, 05 Nov 2019 20:21:42 +0000","Scorpio","3e5c166e902caf93b097fff6e1c9bc88",5,72,"science"
"183","https://anchor.fm/s/7373528/podcast/rss","Deep Dive with Dana Falsetti","The Deep Dive podcast was born from a desire for critical thought, vulnerability and awareness. Your host Dana Falsetti is a thinker, a writer, a yoga teacher, an activist, and authenticity agent. Each month you'll hear from Dana and her guests, ranging from iconic disruptors to everyday people, all candidly sharing their personal experiences on topics ranging from sexuality to social justice and consciousness to capitalism. Deep Dive is a space to tackle hard-hitting questions and controversial topics in a raw, empathic and curious way.","https://danafalsetti.com",24,"not explicit","Tue, 13 Mar 2018 04:00:00 GMT","Pisces","542d979553781ac773bcdf722d299403",5,50,"society-culture-personal-journals, society-culture"
"184","https://whatwewore.libsyn.com/rss","What We Wore","Laura Vinroot Poole owns Capitol, an internationally-recognized specialty store with locations in Charlotte, North Carolina and Los Angeles.

For Laura Vinroot Poole, Capitol has never really been about fashion...it has always always been about the people.  From the designers she meets on the road to the editors and friends she hosts in-store, Laura gets to know our guests on a deeper, more authentic level through What We Wore. 

For more information on Capitol, Laura Vinroot Poole, and future What We Wore guests, please follow @shopcapitol on Instagram.","https://shop-capitol.com",100,"not explicit","Tue, 08 Oct 2019 14:43:16 +0000","Libra","557486804bf66e23395b31f2fae30877",5,58,"arts-fashion-beauty, arts-design, arts"
"185","http://junebugpodcast.com/feed/","June Bug Podcast","Bob & Becky Kevoian host an array of guests from all walks of life as they crisscross the USA.","http://junebugpodcast.com",10,"explicit","Sun, 28 May 2017 01:54:17 +0000","Gemini","55e2712d179b58be1229ccfe6c4ba61c",5,56,"society-culture-places-travel, sports, society-culture, sports-wilderness"
"186","https://feeds.soundcloud.com/users/soundcloud:users:426955347/sounds.rss","Gaston County Matters","Podcast by Gaston County Matters","https://soundcloud.com/user-702604906",6,"not explicit","Mon, 02 Apr 2018 18:56:57 +0000","Aries","5602f75477e208873ff15b62e2866615",5,63,"news"
"187","https://feed.podbean.com/entreneato/feed.xml","Entreneato with Matt Neff","Entreneato is a business podcast hosted by Matt Neff where he interviews Masters of Industry. If you are looking to create multiple streams of income, side hustles or make that jump from your 9 to 5, this is for YOU! Each show features practical takeaways and is THE place to hear compelling content that will inspire, challenge and empower you to claim YOUR financial freedom and live a NEATO life NOW!","https://entreneato.com",135,"not explicit","Fri, 01 Jan 2016 18:42:22 -0500","Capricorn","576ed04392eb7710830cf69000909328",5,62,"christianity, religion-spirituality, business, business-entrepreneurship, business-careers"
"188","https://anchor.fm/s/2ea962c/podcast/rss","ZIMWHODEY BENGALS","Passion Seekers Only. 100% Bengals. WhoDey !!!","https://podcasters.spotify.com/pod/show/Zimwhodey",21,"not explicit","Mon, 19 Mar 2018 23:25:31 GMT","Pisces","57be6320b4efabe64a9570fb9efc8540",5,53,"sports"
"189","https://feed.podbean.com/helloyogateacher/feed.xml","Yoga Teacher Resource Podcast","Information, support, and inspiration for yoga teachers. Topics include the business of yoga, teaching skills, philosophy, ethical and legal considerations, and more.","https://helloyogateacher.podbean.com",241,"not explicit","Mon, 21 May 2018 15:34:00 -0400","Gemini","57e3d9b2de74690331e8d7e08eb1f723",5,87,"education-how-to, education, business, business-entrepreneurship"
"190","https://feed.podbean.com/radicaltransformationproject/feed.xml","Radical Transformation Podcast","Podcast focusing on intentional living, positive thinking and managing depression and anxiety.","https://radicaltransformationproject.podbean.com",80,"explicit","Wed, 07 Feb 2018 14:11:32 -0500","Aquarius","58445757b59be2386eb60284add5705c",5,69,"education-self-improvement, health-fitness, education, health-fitness-mental-health, religion-spirituality, spirituality"
"191","https://rss.art19.com/not-another-d-and-d-podcast","Not Another D&D Podcast","<p>Welcome to the campaign after the campaign! Three unlikely adventurers attempt to right the wrongs caused by a party of legendary heroes who screwed up the world while trying to save it. DM Brian Murphy is joined by Emily Axford, Jake Hurwitz, and Caldwell Tanner for this D&amp;D play podcast.&nbsp; </p>","https://headgum.com/not-another-dd-podcast",279,"explicit","Fri, 02 Feb 2018 23:26:28 -0000","Aquarius","58b87e2625402e4a1a4fdb4567ccc25a",5,1000,"leisure, comedy, comedy-improv, leisure-games"
"192","https://feeds.captivate.fm/destiny-massive-breakdowns/","Destiny Massive Breakdowns","Join hosts Legoleflash and illPhysics for weekly breakdowns of Destiny weapons, strategy & news. Follow us on Twitter @DestinyMBP for daily updates.","http://destinymassivebreakdowns.com",300,"not explicit","Wed, 22 Feb 2017 03:04:34 -0400","Pisces","58f5b303b62c704d6db5a1e21830acee",5,92,"leisure-video-games, leisure"
"193","https://danyoung.libsyn.com/rss","Dan's Millionaire Code","Are you are looking for the secrets to making millions of dollars in a short time? Follow this show and learn how to hack your life so you can make millions and have everything you want out of all aspects of life. Let’s start hacking!","http://dansmillionairecode.libsyn.com/website",93,"not explicit","Fri, 03 Aug 2018 20:05:25 +0000","Leo","599694facb27501f0502484cdf0a6346",5,50,"business, education-self-improvement, education"
"194","https://www.annrichardsinspires.com/passion-equals-purpose?format=rss","P.E.P. Talks","Ann connects with individuals who are living incredible and fulfilling lives as a result of their devotion to inherent passions. These conversations will leave you wondering, “If they can do it, so can I!”","https://www.annrichardsinspires.com/passion-equals-purpose/",10,"not explicit","Fri, 10 May 2019 17:03:22 +0000","Taurus","5a69ec9138aa678511138ed9a0dddfe0",5,75,"business-careers, health-fitness, business"
"195","https://utavy.libsyn.com/rss","Utah Avalanche Center Podcast","The podcast that helps keep you on top of the snow rather than buried beneath it.","https://utahavalanchecenter.org/",47,"not explicit","Tue, 19 Dec 2017 20:34:23 +0000","Sagittarius","5a96510d5b0a6d56d83b67beab073695",5,51,"society-culture"
"196","https://underreviewtennis.com/feed/podcast/","Under Review Tennis Podcast","An in depth discussion of all things tennis with people in the know.","https://underreviewtennis.com/episode/",67,"explicit","Thu, 16 Aug 2018 16:30:00 +0000","Leo","5a9a1fa7e4e1e79447e7cc8aa27686ff",5,90,"society-culture-documentary, society-culture, sports, sports-tennis"
"197","https://filmmakingfriends.libsyn.com/rss","Filmmaking Friends with Ryan Little","Film Director Ryan Little discusses the business of moviemaking with his fellow Filmmakers.  Each episode new guests share stories and insights about surviving in this crazy industry.","http://www.ryanlittledirector.com",101,"not explicit","Sun, 09 Dec 2018 17:07:42 +0000","Sagittarius","5ad43fa59106df569c9b7c4f2b86c58e",5,73,"tv-film, arts, arts-performing-arts"
"198","https://talesofnowhere.libsyn.com/rss","Tales of Nowhere","Join us every other Wednesday as we make our way through multiple Tabletop RPGs to tell the story of four charismatic heroes seeking to repair the multiverse. It's a journey of epic proportions that will keep you laughing as you piece together the mystery of the world, the characters, and most importantly, that extra-dimensional Coffee Shop known as Cafe Nowhere.","http://talesofnowhere.com",174,"explicit","Wed, 09 Aug 2017 21:59:17 +0000","Leo","5b2d6515ad5bacf484491a0111414440",5,51,"fiction-science-fiction, leisure-games, fiction, leisure"
